name,discount_in_percent,price_in_brl,rating_in_percent,end_time_in_seconds,start_time_in_second,release_time_in_second
Gensokyo Night Festival,25,20.16,85.78,1636740000,1636182429,1570924800
Giraffe and Annika,50,18.99,83.68,1636740000,1636182430,1581897600
Guns Craft,50,1.14,53.32,1636999200,1636394489,1564444800
育种村,50,14.99,75.09,1637431200,1636189515,1579824000
Hell of Men : Blood Brothers,25,26.24,66.66,1636740000,1636182430,1569196800
Woman's body 3,74,1.16,57.18,1636999200,1636394488,1564617600
Girls on the beach,50,1.14,69.0,1636999200,1635441822,1571616000
Farm Manager 2021,20,30.39,73.54,1637344800,1636131961,1620259200
STORM AREA 51: AYY LMAO EDITION,50,1.14,77.52,1637085600,1635872810,1568851200
Obsurity,90,1.44,72.98,1636999200,1636394490,1582502400
Hentai Petting Simulator,40,1.37,50.71,1637517600,1636308065,1565308800
Booby And The Booby Trap,20,1.83,70.25,1637085600,1636218449,1565136000
My Bones Remastered,74,1.16,45.38,1636999200,1635788664,1565049600
Strazeal,80,1.73,-1.0,1637517600,1636308065,1566777600
Cute Cute Cuties,74,1.16,72.89,1637431200,1636218350,1565308800
Animal Up!,40,3.89,73.45,1636999200,1636394490,1567123200
Apple Slash,33,6.02,87.81,1636740000,1636182582,1580860800
CYBER FURRY GIRL,49,1.15,69.45,1637085600,1635872810,1565136000
Loser Reborn,20,9.91,76.13,1636740000,1636182431,1568332800
My Bike,50,1.14,61.6,1637258400,1636045595,1565913600
HENTAI Sliding Puzzle,50,1.14,50.0,1636999200,1636394490,1565308800
"BEARS, VODKA, BALALAIKA! 🐻",40,2.69,86.55,1636999200,1636394490,1572998400
Aleesha's Tower,82,1.16,63.06,1636999200,1635442777,1567468800
Watch Tower,50,1.14,61.96,1636999200,1636394490,1565913600
The MoneyMakers Rallye,30,17.42,77.77,1636999200,1636394490,1607040000
Project RIP,70,8.36,64.25,1637604000,1636394490,1570838400
Gordon Streaman,75,2.17,79.03,1636999200,1636394490,1569456000
Put in,82,1.16,72.73,1636999200,1635441735,1570060800
Last Knight,50,1.14,53.32,1637085600,1635872809,1564358400
Phantom 3D,50,5.44,69.2,1636999200,1636394490,1566777600
Anarchy: Wolf's law,10,22.4,80.04,1636740000,1636106713,1636070400
Sisters Royale: Five Sisters Under Fire,50,13.94,80.0,1636740000,1636182431,1606348800
Hidden Objects - The Mystery House,50,1.14,29.25,1636999200,1636394490,1566172800
HENTAI ARENA HOLY PUSSY,50,1.14,53.62,1636999200,1635442776,1567987200
Deep Race: Battle,74,1.16,47.72,1636740000,1635527132,1567382400
Hentai Crazy Girls,74,1.16,55.66,1637085600,1635872809,1567728000
Anime Girls Jigsaw Puzzles,65,3.04,56.05,1636999200,1636394490,1566345600
Palladium: Adventure in Greece,26,15.31,76.34,1636999200,1636394491,1622764800
ENCODYA,50,24.24,75.75,1636740000,1636182432,1611619200
Naughty Girl 2,50,1.14,69.0,1636999200,1635442780,1567641600
Black Book,30,33.24,90.0,1636740000,1636092930,1628553600
Dandy Dungeon - Legend of Brave Yamada -,40,22.19,79.32,1636740000,1636182433,1574899200
Kimono Girls,74,1.16,76.83,1637085600,1635872809,1566518400
TILTit,20,1.83,62.51,1636999200,1636394491,1571356800
Travellers Rest,20,23.19,88.16,1637690400,1636480930,1595894400
Tractor Cargo Driving Simulator,65,1.57,76.62,1636999200,1636394491,1566950400
Survival Vacancy,60,15.19,62.52,1636999200,1636394491,1613692800
OMON Simulator,50,1.14,71.32,1637085600,1635872810,1571356800
A Street Cat's Tale,10,9.8,85.82,1636740000,1636182432,1567641600
Scarlet Hood and the Wicked Wood,40,17.39,81.35,1637172000,1636394491,1617840000
Ladies Orders,70,2.6,55.69,1636999200,1635441284,1566864000
Paladin Slayer,70,1.94,50.0,1636999200,1636394491,1567728000
Catgirl & Doggirl Cafe,50,14.99,69.79,1637431200,1636391403,1567123200
70 Seconds! Adventure,50,1.14,53.32,1637085600,1635872811,1566604800
Graveyard Defender,50,2.24,66.62,1637258400,1636045596,1567036800
Jigsaw Puzzle - Pro Edition,65,3.81,70.57,1636999200,1636394491,1567382400
Shapeshooter,88,1.14,63.45,1636999200,1635797729,1603324800
Senren＊Banka,35,58.49,95.91,1637690400,1636477502,1581638400
Rose Riddle: Fairy Tale Detective,65,5.07,72.42,1636740000,1636182433,1505260800
SOUNDART,60,15.19,70.9,1636740000,1636182434,1585785600
Flying Sword,50,1.14,78.14,1637258400,1636016711,1581465600
Knight Swap,40,1.37,81.4,1636999200,1636394491,1571702400
Drift Of The Hill,74,1.16,69.65,1637258400,1636045596,1581638400
Angry Golf,74,1.16,61.29,1637344800,1636131962,1568332800
The Rising of the Shield Hero : Relive The Animation,70,9.29,73.83,1636740000,1636131960,1569196800
Solar Cram School/[太阳补习班],70,1.94,56.83,1636999200,1636394491,1572048000
The Lost Dungeon Of Knight,50,1.14,30.8,1637085600,1635872811,1568246400
Squirrel Jump,65,2.27,45.83,1636999200,1636394491,1567123200
Alisa Quest,20,21.51,56.53,1636740000,1636182432,1606176000
Rescue Team 8,70,4.34,66.33,1636740000,1636182583,1539734400
SPACERIFT: Arcanum System,60,12.39,77.51,1636999200,1636394491,1608163200
Kids Cartoon Maker,50,6.19,56.05,1637085600,1635872914,1568937600
Dragon Marked For Death,45,41.51,75.08,1636740000,1636182585,1587427200
ICARUS,10,52.19,-1.0,1639418400,1629866704,1638576000
Dreamland Solitaire,65,5.07,81.86,1636740000,1636182435,1548806400
Hexogin,60,8.27,75.64,1637085600,1635872811,1588809600
Summer Paws,25,8.16,87.49,1636999200,1636394492,1590451200
Winter Polaris,35,18.84,83.07,1636740000,1636182583,1576108800
Blackbeard the Cursed Jungle,50,1.14,54.17,1636999200,1636394492,1568764800
fight wisdom,80,1.29,62.51,1636826400,1635615039,1548892800
House of 1000 Doors: Family Secrets,75,3.62,79.52,1636740000,1636182435,1327363200
mmmmm donuts arhhh......,50,1.14,62.15,1636999200,1636394492,1569196800
Dragon Slayer,70,3.26,40.03,1636999200,1635440967,1569024000
Sir'HaXXX,50,1.14,66.33,1636999200,1635441254,1568937600
Might is Right,10,26.09,73.81,1636999200,1636394492,1613692800
Heraldry Studio,25,27.74,76.45,1636999200,1636394492,1569196800
Love with Kadyrov,50,1.14,77.24,1636999200,1636394492,1583884800
Blackberry,80,5.57,62.34,1637085600,1635872814,1612483200
Pixels can fight,50,5.44,64.08,1636563600,1635354366,1615852800
Mahjong Dimensions 3D - Fantasy Anime,65,1.57,50.0,1636999200,1636394492,1568764800
VVVVV,85,1.85,57.75,1636999200,1635442780,1573948800
Concept Destruction,50,5.49,79.52,1636999200,1636394492,1590105600
Dark Fairy Fantasy,45,2.46,32.94,1636999200,1636394492,1571184000
Hentai Cosplay Elf,74,1.16,71.92,1637085600,1635872812,1569542400
Hentai Best Girls,74,1.16,57.26,1637085600,1635872812,1569542400
Safe Climbing,75,1.62,69.91,1636999200,1636394492,1592524800
Rescue Team: Evil Genius,65,5.07,74.53,1636740000,1636182436,1568160000
Dreamland Solitaire: Dragon's Fury,65,5.07,76.13,1636740000,1636182436,1569974400
ParaLily,30,6.08,-1.0,1637085600,1636469102,1636416000
CATGIRL LOVER 2,65,1.57,68.35,1636999200,1636394492,1571184000
Gnomes & Goblins,30,40.59,67.71,1636563600,1635354367,1600819200
Viking Brothers 6,65,5.07,68.97,1636740000,1636182437,1569369600
Heroes of Hellas Origins: Part One,65,5.07,80.3,1636740000,1636182583,1570579200
Your Anime Waifu,40,1.37,51.56,1636999200,1636394492,1572307200
PANDARA,22,6.77,64.78,1636740000,1636182438,1396828800
Lost In Dungeon,50,1.14,26.74,1636999200,1636394492,1569888000
Hentai Balloons,40,1.37,75.09,1637431200,1636218352,1607731200
Master Of Pottery,37,13.47,93.03,1636999200,1635442782,1573430400
Noosphere,50,8.29,70.39,1637344800,1636131964,1626998400
Bomb Bowling 2,89,1.19,64.08,1637690400,1636477502,1571702400
Vaporum: Lockdown,50,17.49,80.01,1636999200,1636394492,1600128000
Easy hentai puzzle 2,82,1.16,59.8,1636999200,1636394492,1570233600
Salad Fields,50,14.49,79.71,1636912800,1636308065,1594339200
Daenerys doesn’t want Hentai,40,1.37,59.39,1636999200,1636394492,1571097600
Victoriana - Steampunk Text Adventure,70,1.94,64.08,1637085600,1635872812,1570924800
Killer Gin,60,11.59,67.93,1636826400,1635615044,1603584000
1001 Jigsaw. Myths of ancient Greece (拼图),89,1.19,64.78,1636999200,1636394493,1579564800
Mahou Arms,10,52.19,80.59,1636740000,1636182438,1588032000
CyberLink ColorDirector 8 Ultra,42,310.87,-1.0,1636999200,1636394493,1572825600
1812: Napoleon Wars,55,6.52,73.87,1636646400,1635437116,1591747200
Death and Taxes,60,11.99,86.08,1636999200,1636394493,1582156800
Interactivity: The Interactive Experience,60,3.47,71.69,1637085600,1635872815,1571702400
Neither Day nor Night,50,9.29,55.14,1636999200,1636394493,1598486400
KiKi's adventure,70,1.34,65.67,1636999200,1636394493,1571702400
Context,50,1.14,50.0,1637258400,1636045598,1571875200
Orbital Bullet – The 360° Rogue-lite,25,20.16,85.68,1636740000,1636182440,1619049600
Will: The Beginning,35,1.48,58.97,1636912800,1636045598,1587427200
Active Neurons - Puzzle game,50,5.44,80.29,1636999200,1636394492,1571097600
Angry Bunny,74,1.16,55.77,1637085600,1635920135,1572480000
RED EVIL,50,2.24,48.29,1636912800,1636308065,1573084800
R.U.B.Y.寻常交织的日常,20,1.83,73.19,1636999200,1636131964,1571097600
Danger Scavenger,65,7.24,74.21,1636999200,1636394492,1616630400
Hentai energy: Halloween,50,1.14,77.02,1636999200,1636394492,1571616000
Garden City,90,1.65,50.0,1636999200,1636394493,1605830400
Hentai Halloween,74,1.16,79.28,1637085600,1635872813,1572220800
Man Wreck,20,13.27,45.83,1636999200,1636394493,1571875200
Rest In Pieces,70,8.7,63.46,1637604000,1636394493,1573862400
Aurum - Control Center Creator,40,12.41,-1.0,1636563600,1635354409,1619136000
Hang The Kings,40,1.37,73.57,1636999200,1636394493,1571961600
Unlock The King,40,1.37,87.62,1636999200,1636394493,1574208000
Colorgrid,40,1.37,82.53,1636999200,1636394493,1574294400
INDUSTRIA,15,32.29,76.16,1637172000,1635787210,1632960000
Doubles Hard,89,1.19,69.2,1637431200,1636218352,1591660800
Gangsta Sniper 3: Final Parody,80,1.29,55.22,1636826400,1635615045,1573516800
Kira's Contract,70,3.26,50.0,1636999200,1635442783,1572134400
FINAL FANTASY V,20,56.0,-1.0,1638295200,1635350714,1636502400
Red Dead Redemption 2,33,160.13,85.96,1637258400,1636046127,1575504000
Curse of the dungeon,50,1.14,31.85,1637085600,1635872813,1572480000
MiMiMiShKa,50,1.14,61.97,1637085600,1635872814,1572652800
Incredible Dracula: Vargosi Returns,65,5.07,72.17,1636740000,1636182438,1537315200
House of 1000 Doors: The Palm of Zoroaster,75,3.62,79.89,1636740000,1636182439,1336435200
Incredible Dracula: The Ice Kingdom,65,5.07,77.87,1636740000,1636182440,1543363200
Natsuki Chronicles,35,24.69,83.77,1637172000,1636394493,1613606400
Doomsday Hunters,33,20.76,84.04,1637431200,1636218354,1590105600
JAGD LANZER,22,6.77,66.62,1636740000,1636182441,1572307200
Cyberpunk Sex Simulator,40,1.37,60.32,1637517600,1636308065,1572566400
Rampage Miami,50,1.14,78.04,1637258400,1636045600,1575504000
Adventure Galaxy,50,1.14,26.74,1637085600,1635872814,1573776000
Space Wars,50,1.14,69.77,1637085600,1635872816,1573257600
Space Candy,50,1.14,58.09,1637085600,1635872816,1573257600
NABOKI,15,1.94,86.23,1636999200,1636394493,1573516800
江湖余生：缘起,50,12.44,71.88,1637085600,1635872818,1618790400
ROCKETRON,40,7.43,81.11,1636999200,1636157114,1581033600
MazM: Jekyll and Hyde,40,17.39,80.9,1636740000,1636182441,1585785600
The Wild Case,34,12.26,77.12,1636999200,1636394494,1617667200
Gaijin Troubles,80,3.99,62.96,1636999200,1636394494,1580688000
Gachi Heroes 2: Flexboll,50,1.14,76.38,1636999200,1635442784,1576713600
Manor of Mystic Courtesans,40,17.39,75.42,1636999200,1636157151,1587081600
UBERMOSH:OMEGA,87,1.14,83.15,1637172000,1631379914,1573171200
aMAZE Gears 2,74,1.16,59.0,1637085600,1635872818,1572825600
D3D INSIDE,85,1.63,72.48,1636999200,1635872819,1572998400
My Haunted Doll,45,1.25,60.54,1637604000,1636394494,1574380800
Jetboard Joust,50,10.34,76.37,1636740000,1636182441,1603411200
Cave Confectioner,20,5.19,67.93,1636999200,1636480931,1615852800
Hidden World of Art 2,40,3.0,54.02,1637431200,1636218354,1574985600
Caves and Castles: Underworld,55,6.52,76.9,1636740000,1636182442,1516147200
"Movavi Video Suite 2020 Steam Edition - - Video Making Software - Edit, Convert, Capture Screen, and more",70,32.98,76.04,1636999200,1636394494,1576800000
Monochrome World,60,8.27,74.19,1636740000,1636182439,1588809600
RUSSIAPHOBIA,50,1.14,66.35,1636999200,1635442786,1608854400
Aurora - Hidden Colors,35,8.09,75.71,1636999200,1636394494,1630540800
Mainframe Defenders,60,8.27,86.82,1637344800,1636131922,1582588800
Chaos Galaxy,35,18.84,78.38,1636999200,1636394494,1592265600
Craft The Mapcrafter:Gathering Magic Words,20,18.23,-1.0,1637085600,1636480931,1619049600
Blades of Gory,80,4.55,57.21,1636999200,1636394494,1575417600
How to Become a Ninja: Part 1,50,1.14,70.84,1636999200,1635442785,1573776000
Mailbox,50,1.14,64.76,1636999200,1636394494,1573862400
Business Wars - The Card Game,30,10.14,66.76,1636999200,1636394494,1585872000
Nympho Monster Domination,50,17.99,64.87,1637431200,1636391403,1574294400
Pumpkin Jack,55,26.09,90.5,1637172000,1636394494,1603411200
Terro Lunkka Adventures,47,1.21,60.76,1636826400,1635615042,1575849600
Incredible Dracula: Witches' Curse,65,5.07,79.39,1636740000,1636182442,1573603200
Cover Your Eyes,50,10.34,50.0,1636999200,1636394494,1604620800
"Deep, In the Forest",75,6.72,64.75,1637258400,1636045600,1586476800
Art of Beauties,74,1.16,72.86,1637085600,1635872816,1579737600
ClickCells: Office Lady,33,1.53,73.65,1636999200,1636394496,1575849600
漫步者 The Walker,60,1.79,59.6,1636999200,1636394496,1575331200
Memory Match Saga,65,1.57,50.0,1636999200,1636394496,1574380800
Streamer Shall Not Pass!,90,2.06,37.9,1637258400,1636045600,1574294400
Say No! More,40,17.39,84.29,1637172000,1636394496,1617926400
Open Country,50,28.49,41.3,1636740000,1636182442,1623283200
TriangleStorm,50,1.14,50.0,1636999200,1636394496,1574121600
KAWAII GIRLS PUZZLE,50,1.14,71.48,1636999200,1636394496,1575590400
Void Eclipse,10,67.94,59.6,1636563629,1635994807,1635897600
Woman's body: For adults 2,82,1.16,61.96,1636999200,1636394496,1575158400
Edge of Book,60,7.43,52.63,1637085600,1635872817,1616025600
Orange Cast: Sci-Fi Space Action Game,57,14.18,57.0,1636999200,1636394495,1611187200
Master Bladesmith,20,46.39,82.15,1637517600,1636308067,1580688000
Rebound Ball,50,1.14,45.83,1636912800,1636308067,1576713600
Hermes: Rescue Mission,65,5.07,79.39,1636740000,1636182442,1550016000
ATROFIL: THE KEY,75,1.62,44.86,1636999200,1636394495,1576454400
TAL: Wizard's Adventures,74,1.16,71.55,1636999200,1635442787,1576022400
Cyber Pussy 2020,74,1.16,67.28,1636999200,1635440837,1578528000
Waifu Uncovered,46,5.39,75.7,1637604000,1636394495,1586476800
DragonRideVR,50,10.34,77.34,1636999200,1635716106,1596240000
Robin Hood: Country Heroes,55,6.52,68.97,1636740000,1636182443,1574812800
Hermes: War of the Gods,65,5.07,79.39,1636740000,1636182444,1575417600
Golden Rails: Tales of the Wild West,55,6.52,79.39,1636740000,1636182444,1576022400
"Shoot, push, portals",50,1.14,79.89,1636999200,1636394495,1575849600
Danger City,30,17.42,65.42,1637517600,1636308067,1576800000
4X4 OFF-ROAD CHALLENGE,50,5.44,56.05,1636999200,1636394496,1579824000
Strategic Mind: Blitzkrieg,30,52.84,80.98,1637431200,1636218355,1590105600
Guardians Of Rings,85,1.3,40.57,1636912800,1635699918,1578268800
Christmas Cats Revenge,45,1.25,56.05,1637604000,1636394496,1576195200
Mineirinho Director's Cut,30,2.02,64.29,1637172000,1635962928,1576627200
For The Warp,30,20.29,77.33,1636999200,1636394496,1585267200
Slave Princess Sarah,30,20.29,77.77,1636999200,1636157153,1607644800
Nordic Storm Solitaire,30,5.6,64.35,1637431200,1636218355,1578096000
Photo Quiz - Animals,50,1.14,74.19,1636999200,1636394496,1576195200
Record of Lodoss War-Deedlit in Wonder Labyrinth-,20,30.39,89.78,1636740000,1636182445,1616803200
The Big SokoBang,80,1.73,55.69,1636999200,1636394496,1576540800
Mommy,74,1.16,77.52,1636999200,1635441587,1580083200
Bionic Hunter VR,70,4.34,55.66,1637604000,1636394496,1576800000
Frontline: The Great Patriotic War,40,7.43,75.44,1637344800,1636131965,1576800000
Kick Of Dungeon,50,2.24,59.6,1637344800,1636131963,1578873600
Gizmos: Steampunk Nonograms,50,5.44,75.77,1636999200,1636394497,1579219200
Hentai Vs Furries,40,1.37,83.58,1636999200,1636394497,1578614400
View From Below,65,7.24,78.44,1637604000,1636394497,1590105600
Mompreneur: Pizza Cooking Life Sim,50,8.29,45.83,1636999200,1636394497,1578009600
Machina of the Planet Tree -Unity Unions-,40,22.19,66.25,1636740000,1636182445,1589500800
Thunder Kid II: Null Mission,50,10.34,69.44,1636999200,1636394497,1580256000
Lithium City,75,4.14,81.4,1636999200,1636394497,1592179200
Silent World,60,4.35,42.04,1636740000,1636182443,1584576000
The Note of Red Evil,60,3.47,77.0,1636999200,1636394497,1581120000
Dead Motherland: Zombie Co-op,75,3.09,52.88,1636740000,1636438502,1600646400
Infferno,80,5.79,32.94,1637085600,1635872817,1576454400
Caveman The Game,50,6.19,-1.0,1636999200,1636394497,1579564800
パトルの軍事博物館３ 超絶無敵究極兵器,30,52.84,59.6,1636740000,1636182681,1626739200
RUN HARE RUN,74,1.16,59.68,1637085600,1635872817,1587686400
Deadly Runner,50,1.14,55.14,1636999200,1636394497,1578096000
Finding the Soul Orb,50,6.19,71.57,1637344800,1636131968,1581638400
Fight Crab,30,26.59,86.01,1636740000,1636182446,1595980800
Basic Warfare,70,3.71,50.0,1636740000,1635527133,1579046400
Strings,90,2.06,44.31,1637517600,1636308068,1578268800
GraFi Lunar,74,1.16,50.0,1637085600,1635872821,1578009600
Shining Song Starnova: Idol Empire,75,7.24,74.77,1636740000,1636182446,1582156800
Efflorescence of Lust,50,1.79,69.32,1637344800,1636131968,1580774400
Casina: The Forgotten Comedy,30,10.14,79.89,1636999200,1636394497,1622073600
Knock Harder,60,8.27,88.56,1636999200,1636394498,1587945600
Hentai Sakyubus,30,1.6,68.2,1636999200,1636394498,1579824000
Der Geisterturm / The Ghost Tower,50,14.49,74.19,1636999200,1636394498,1579737600
浮世万千之前世今生,50,20.0,72.76,1637344800,1636131968,1580169600
Game Of Puzzles: Space,50,1.14,64.35,1636999200,1635442792,1579651200
Bato: Treasures of Tibet,70,3.26,65.42,1637431200,1636218355,1579132800
Tropical Air Hockey,60,3.47,64.52,1636826400,1635615045,1581638400
RETRO-PIXEL COLOR PALETTE: Color by Number,65,2.27,59.42,1636999200,1636394498,1579737600
Lovely Overseer - Dating Sim,20,28.0,73.93,1636999200,1635442792,1618185600
Evil Democracy: 1932,40,14.93,74.52,1636999200,1636394498,1601683200
Ghone is gone,50,1.14,59.12,1636999200,1636394498,1579651200
ClickCells: Winter Lady,33,1.53,70.88,1636999200,1636394498,1580083200
Nevaeh,60,10.75,73.93,1636740000,1636182446,1600300800
Detroit: Become Human,50,67.49,89.46,1636999200,1636394498,1592438400
Retro Drift,50,2.24,64.24,1637344800,1636103149,1597190400
Hentai Cosplay USSR,50,1.14,78.72,1637085600,1635872820,1580083200
Trap Legend,50,10.34,88.23,1636999200,1636157120,1594944000
Partisans 1941,67,29.69,81.79,1637258400,1636045601,1602633600
Severed Steel,20,37.99,86.84,1636999200,1636394497,1631836800
Gamer Shop Simulator,25,13.94,41.94,1636826400,1636210807,1636156800
Dungeon and Puzzles,45,9.12,84.6,1636912800,1636394499,1610582400
Onirike,20,23.19,79.23,1636999200,1636394499,1624924800
The Sperminator: Rescuing Tzar Vlad,74,1.16,73.87,1636826400,1635615045,1583193600
Parameter,80,2.89,50.0,1636999200,1636394499,1581292800
The Innsmouth Case,70,8.06,69.07,1636740000,1636182447,1592870400
Metal Banana,35,4.21,-1.0,1636999200,1635788225,1605657600
Sex Apartments,40,1.37,58.41,1637517600,1636308069,1582243200
